player,fname,lname,pname,pos1,pos2,height,weight,yob,forty,bench,vertical,broad,shuttle,cone,dpos,col,dv,start,cteam,posd,jnum,dcp
CC-4600,Christian,Cox,C.Cox,LB,,75,250,1985,5.06,16,29.5,99,4.57,7.2,0,Utah,Mountain West (MWC),2011,INA,INA,0,0
CC-4700,Curome,Cox,C.Cox,DB,,73,199,1981,4.57,0,0,0,0,0,0,Maryland,Atlantic Coast (ACC),2005,INA,INA,0,0
CC-4800,Casey,Cramer,C.Cramer,RB,TE,74,235,1982,4.73,0,0,0,0,0,228,Dartmouth,Ivy League,2004,INA,INA,0,0
CC-4900,Casey,Crawford,C.Crawford,TE,,78,255,1977,4.83,18,0,0,0,0,0,Virginia,Atlantic Coast (ACC),2000,INA,INA,0,0
CC-4950,Corey,Crawford,C.Crawford,DL,,77,264,1991,4.93,17,33,110,4.65,7.64,0,Clemson,Atlantic Coast (ACC),2015,WAS,PS,95,3
CC-5000,Chris,Crocker,C.Crocker,DB,LB,71,194,1980,4.55,0,0,0,0,0,84,Marshall,Mid-American (MAC),2003,INA,INA,0,0
CC-5100,Clifton,Crosby,C.Crosby,DB,,70,179,1974,0,0,0,0,0,0,0,Maryland,Atlantic Coast (ACC),1999,INA,INA,0,0
CC-5200,Channing,Crowder,C.Crowder,LB,,74,247,1983,4.68,0,35.5,120,4.22,6.6,70,Florida,Southeastern (SEC),2005,INA,INA,0,0
CC-5300,Chris,Culliver,C.Culliver,DB,,72,199,1988,4.36,15,38.5,123,4.08,6.88,80,South Carolina,Southeastern (SEC),2011,WAS,RES,29,2
CC-5400,Clarence,Curry,C.Curry,DB,,73,190,1981,0,0,0,0,0,0,0,Villanova,Atlantic 10,2004,INA,INA,0,0
CC-5500,Canute,Curtis,C.Curtis,LB,,74,250,1974,0,0,0,0,0,0,176,West Virginia,Big East,1997,INA,INA,0,0
CD-0100,Carson,Dach,C.Dach,OL,,73,253,1980,0,0,0,0,0,0,0,Eastern Michigan,Mid-American (MAC),2003,INA,INA,0,0
CD-0200,Craig,Dahl,C.Dahl,DB,,74,209,1985,4.55,17,35,122,4.26,6.69,0,North Dakota State,Great West,2007,NYG,SS,43,1
CD-0300,Chase,Daniel,C.Daniel,QB,,72,225,1986,4.79,0,33,108,4.31,7.28,0,Missouri,Big 12,2009,KC,QB,10,2
CD-0400,Chartric,Darby,C.Darby,DL,,72,270,1975,0,0,0,0,0,0,0,South Carolina State,Mid-Eastern Athletic (MEAC),2001,INA,INA,0,0
CD-0500,C.J.,Davis,C.Davis,OL,,74,308,1987,5.51,21,25.5,88,4.93,8.09,0,Pittsburgh,Big East,2010,INA,INA,0,0
CD-0600,Carey,Davis,C.Davis,RB,,70,225,1981,4.8,0,0,0,0,0,0,Illinois,Big Ten,2004,INA,INA,0,0
CD-0650,Carl,Davis,C.Davis,DL,,77,320,1992,5.06,28,33,103,4.47,7.91,90,Iowa,Big Ten,2015,BAL,NT,94,2
CD-0700,Chauncey,Davis,C.Davis,DL,,74,277,1983,4.8,22,37,118,4.44,7.66,128,Florida State,Atlantic Coast (ACC),2005,INA,INA,0,0
CD-0800,Chris,Davis,C.Davis,RB,,71,235,1979,4.56,21,38.5,116,4.37,7.25,165,Syracuse,Big East,2003,INA,INA,0,0
CD-0850,Chris,Davis,C.Davis,WR,,70,181,1984,4.5,0,36,115,4.08,6.66,128,Florida State,Atlantic Coast (ACC),2007,INA,INA,0,0
CD-0900,Chris,Davis,C.Davis,WR,,70,180,1983,4.5,0,35.5,115,4.14,6.66,0,Florida State,Atlantic Coast (ACC),2007,INA,INA,0,0
CD-0925,Chris,Davis,C.Davis,DB,,70,202,1990,4.56,15,40.5,124,4.18,6.93,0,Auburn,Southeastern (SEC),2014,SF,LCB,43,3
CD-0950,Cody,Davis,C.Davis,DB,,73,204,1989,4.45,15,41.5,123,4.01,6.77,0,Texas Tech,Big 12,2013,STL,FS,38,2
CD-1000,Craig,Davis,C.Davis,WR,,73,200,1985,4.41,0,0,121,0,0,30,LSU,Southeastern (SEC),2007,INA,INA,0,0
CD-1100,Clifton,Dawson,C.Dawson,RB,,70,212,1983,4.52,18,38,115,4.16,6.98,0,Harvard,Ivy League,2007,INA,INA,0,0
CD-1200,Chris,DeGeare,C.DeGeare,OL,,76,335,1987,5.12,27,32.5,103,4.9,7.84,0,Wake Forest,Atlantic Coast (ACC),2010,INA,INA,0,0
CD-1300,Curtis,Deloatch,C.Deloatch,DB,,74,217,1981,4.5,10,35.5,120,4.42,6.97,0,North Carolina A&T,Mid-Eastern Athletic (MEAC),2004,INA,INA,0,0
CD-1400,Chris,Demaree,C.Demaree,DL,,74,315,1980,0,0,0,0,0,0,0,Kentucky,Southeastern (SEC),2002,INA,INA,0,0
CD-1500,Corey,Dillon,C.Dillon,RB,,73,225,1974,0,0,0,0,0,0,43,Washington,Pacific 10,1997,INA,INA,0,0
CD-1600,Chris,Dishman,C.Dishman,OL,,75,339,1974,0,0,0,0,0,0,106,Nebraska,Big 12,1997,INA,INA,0,0
CD-1700,Cris,Dishman,C.Dishman,DB,,72,195,1965,0,0,0,0,0,0,125,Purdue,Big Ten,1988,INA,INA,0,0
CD-1750,Chase,Dixon,C.Dixon,TE,,76,238,1991,4.73,0,0,0,0,0,0,Central Arkansas,Southland,2014,INA,INA,0,0
CD-1800,Chris,Doering,C.Doering,WR,,76,202,1973,0,0,0,0,0,0,185,Florida,Southeastern (SEC),1996,INA,INA,0,0
CD-1900,Char-ron,Dorsey,C.Dorsey,OL,,78,367,1978,6.03,16,0,0,0,0,242,Florida State,Atlantic Coast (ACC),2001,INA,INA,0,0
CD-2000,Chris,Draft,C.Draft,LB,,71,232,1976,0,0,0,0,0,0,157,Stanford,Pacific 10,1998,INA,INA,0,0
CD-2100,Chad,Dukes,C.Dukes,RB,,72,230,1971,0,0,0,0,0,0,0,Pittsburgh,Big East,2000,INA,INA,0,0
CD-2200,Carlos,Dunlap,C.Dunlap,DL,,78,277,1989,4.68,21,31.5,111,4.61,7.21,54,Florida,Southeastern (SEC),2010,CIN,LDE,96,1
CE-0100,Chad,Eaton,C.Eaton,DL,,77,303,1972,0,0,0,0,0,0,241,Washington State,Pacific 10,1996,INA,INA,0,0
CE-0150,Cornelius,Edison,C.Edison,OL,,75,299,1993,5.38,25,25,91,4.92,7.84,0,Portland State,Big Sky,2015,CHI,PS,60,4
CE-0200,Chris,Edmonds,C.Edmonds,RB,,75,250,1978,0,0,0,0,0,0,0,West Virginia,Big East,2002,INA,INA,0,0
CE-0300,Chris,Eitzmann,C.Eitzmann,TE,,77,255,1977,4.85,0,0,0,0,0,0,Harvard,Ivy League,2000,INA,INA,0,0
CE-0400,Chris,Ellis,C.Ellis,DL,LB,76,260,1985,4.71,22,30.5,109,4.65,7.64,72,Virginia Tech,Atlantic Coast (ACC),2008,INA,INA,0,0
CE-0500,Carlos,Emmons,C.Emmons,LB,,77,250,1973,0,0,0,0,0,0,242,Arkansas State,Big West,1996,INA,INA,0,0
CE-0600,Curtis,Enis,C.Enis,RB,,72,242,1976,0,0,0,0,0,0,5,Penn State,Big Ten,1998,INA,INA,0,0
CE-0650,Cameron,Erving,C.Erving,OL,,77,313,1992,5.09,30,30.5,112,4.63,7.48,19,Florida State,Atlantic Coast (ACC),2015,CLE,LG,74,1
CE-0700,Chuck,Evans,C.Evans,RB,,73,240,1967,0,0,0,0,0,0,295,Clark Atlanta,,1993,INA,INA,0,0
CF-0100,Carl,Fair,C.Fair,RB,,73,219,1979,4.61,0,0,0,0,0,0,Alabama-Birmingham,Conference USA (C-USA),2001,INA,INA,0,0
CF-0125,Cody,Fajardo,C.Fajardo,QB,,74,223,1992,4.53,0,32.5,118,4.1,6.95,0,Nevada,Mountain West (MWC),2015,INA,INA,0,0
CF-0150,Cole,Farrand,C.Farrand,LB,,75,245,1991,4.75,0,34.5,121,4.2,6.84,0,Maryland,Big Ten,2015,INA,INA,0,0
CF-0200,Ciatrick,Fason,C.Fason,RB,,73,207,1982,4.55,0,0,0,0,0,112,Florida,Southeastern (SEC),2005,INA,INA,0,0
CF-0250,Chris,Faulk,C.Faulk,OL,,77,331,1990,5.08,25,0,0,0,0,0,LSU,Southeastern (SEC),2013,INA,INA,0,0
CF-0300,Christian,Fauria,C.Fauria,TE,,76,250,1971,0,0,0,0,0,0,39,Colorado,Big Eight,1995,INA,INA,0,0
CF-0325,Curtis,Feigt,C.Feigt,OL,,78,314,1989,5.31,18,27,110,4.76,8.07,0,West Virginia,Big 12,2014,INA,INA,0,0
CF-0350,Chandler,Fenner,C.Fenner,DB,,72,189,1990,4.55,13,33,115,4.25,6.87,0,Holy Cross,,2012,INA,INA,0,0
CF-0375,C.J.,Fiedorowicz,C.Fiedorowicz,TE,,78,265,1991,4.73,25,31.5,116,4.26,7.1,65,Iowa,Big Ten,2014,HOU,TE,87,1
CF-0387,Carlos,Fields Jr.,C.Fields Jr.,LB,,73,238,1990,4.5,17,38,128,4.22,7.04,0,Winston-Salem State,,2014,WAS,RILB,59,3
CF-0400,Clint,Finley,C.Finley,DB,,72,210,1977,0,0,0,0,0,0,0,Nebraska,Big 12,2002,INA,INA,0,0
CF-0500,Cortland,Finnegan,C.Finnegan,DB,LB,70,188,1984,4.36,14,44,128,4.34,6.95,215,Samford,Ohio Valley,2006,CAR,RCB,26,3
CF-0600,Casey,Fitzsimmons,C.Fitzsimmons,TE,WR,76,258,1980,0,0,0,0,0,0,0,Carroll,,2003,INA,INA,0,0
CF-0650,Coby,Fleener,C.Fleener,TE,,78,247,1988,4.51,27,37,116,4.3,7.02,34,Stanford,Pacific 12,2012,IND,TE,80,1
CF-0675,Cameron,Fleming,C.Fleming,OL,,77,323,1992,5.28,26,25.5,97,5,8.24,140,Stanford,Pacific 12,2014,NE,LT,71,2
CF-0700,Chris,Floyd,C.Floyd,RB,,74,231,1975,0,0,0,0,0,0,81,Michigan,Big Ten,1998,INA,INA,0,0
CF-0800,Carl,Ford,C.Ford,WR,,72,183,1980,4.43,0,0,0,0,0,256,Toledo,Mid-American (MAC),2005,INA,INA,0,0
CF-0850,Chase,Ford,C.Ford,TE,,78,245,1990,4.75,20,33,110,4.35,7.34,0,Miami (FL),Atlantic Coast (ACC),2012,BAL,RES,48,2
CF-0900,Chris,Francies,C.Francies,WR,,73,193,1982,4.53,0,36,126,4.29,7.33,0,Texas-El Paso,Conference USA (C-USA),2006,INA,INA,0,0
CF-1000,Coye,Francies,C.Francies,DB,,72,185,1986,4.63,24,36,123,4.24,6.81,191,San Jose State,Western Athletic,2009,INA,INA,0,0
CF-1100,Carlos,Francis,C.Francis,WR,,70,190,1981,4.33,0,38.5,114,4.06,6.98,99,Texas Tech,Big 12,2004,INA,INA,0,0
CF-1200,Collin,Franklin,C.Franklin,TE,,78,256,1988,4.72,28,38.5,124,4.29,7.44,0,Canyons,,2011,INA,INA,0,0
CF-1300,Charlie,Frye,C.Frye,QB,,76,217,1981,4.79,0,33,113,4.09,6.95,67,Akron,Mid-American (MAC),2005,INA,INA,0,0
CF-1400,Chris,Fuamatu-Ma'afala,C.Fuamatu-Ma'afala,RB,,72,252,1977,0,0,0,0,0,0,178,Utah,Western Athletic,1998,INA,INA,0,0
CF-1500,Corey,Fuller,C.Fuller,DB,,70,220,1971,0,0,0,0,0,0,55,Florida State,Atlantic Coast (ACC),1995,INA,INA,0,0
CF-1550,Corey,Fuller,C.Fuller,WR,,74,204,1990,4.32,12,31.5,120,4.48,7.17,171,Virginia Tech,Atlantic Coast (ACC),2013,DET,RWR,10,2
CF-1600,Curtis,Fuller,C.Fuller,DB,,70,191,1978,4.45,18,36,114,4.21,7.2,127,Texas Christian,Western Athletic,2001,INA,INA,0,0
CG-0100,Christian,Gaddis,C.Gaddis,OL,,73,300,1984,0,0,0,0,0,0,0,Villanova,Atlantic 10,2007,INA,INA,0,0
CG-0150,Charles,Gaines,C.Gaines,DB,,70,185,1992,4.44,0,34.5,123,4.2,7.07,189,Louisville,Atlantic Coast (ACC),2015,CLE,LCB,27,3
CG-0175,Cody,Galea,C.Galea,LB,,75,255,1992,4.74,30,35.5,113,4.55,7.41,0,San Diego State,Mountain West (MWC),2015,INA,INA,0,0
CG-0200,Chris,Gamble,C.Gamble,DB,,73,200,1983,4.45,16,39.5,0,4.25,6.89,28,Ohio State,Big Ten,2004,INA,INA,0,0
CG-0300,Chris,Gardocki,C.Gardocki,K,,73,192,1970,0,0,0,0,0,0,78,Clemson,Atlantic Coast (ACC),1991,INA,INA,0,0
CG-0400,Charlie,Garner,C.Garner,RB,,70,190,1972,0,0,0,0,0,0,42,Tennessee,Southeastern (SEC),1994,INA,INA,0,0
CG-0500,Clyde,Gates,C.Gates,WR,,72,190,1986,4.31,16,40,134,4.17,6.87,0,Abilene Christian,,2011,INA,INA,0,0
CG-0600,Curtis,Gatewood,C.Gatewood,LB,,74,238,1985,4.72,22,28.5,111,4.22,6.9,0,Vanderbilt,Southeastern (SEC),2008,INA,INA,0,0
CG-0700,Cory,Geason,C.Geason,TE,,75,255,1975,0,0,0,0,0,0,0,Tulane,Conference USA (C-USA),2000,INA,INA,0,0
CG-0750,Clayton,Geathers,C.Geathers,DB,,74,218,1992,4.45,22,37,120,4.27,7.21,109,Central Florida,American Athletic,2015,IND,FS,42,2
CG-0800,Clifton,Geathers,C.Geathers,DL,,80,325,1987,4.98,26,36,112,4.72,7.2,0,South Carolina,Southeastern (SEC),2010,PIT,RES,71,5
CG-0900,Chris,Gedney,C.Gedney,TE,,77,258,1970,0,0,0,0,0,0,61,Syracuse,Big East,1993,INA,INA,0,0
CG-1000,Chas,Gessner,C.Gessner,WR,,77,215,1981,4.53,0,0,0,0,0,0,Brown,Ivy League,2007,INA,INA,0,0
CG-1030,Crockett,Gillmore,C.Gillmore,TE,,78,260,1991,4.85,18,33.5,120,4.44,7.42,99,Colorado State,Mountain West (MWC),2014,BAL,RES,80,4
CG-1060,Chris,Givens,C.Givens,WR,,71,198,1989,4.35,19,33.5,118,4.23,6.97,96,Wake Forest,Atlantic Coast (ACC),2012,BAL,RWR,13,1
CG-1080,Chris,Givens,C.Givens,WR,,74,203,1989,4.68,14,37.5,125,4.32,7.13,0,Miami (OH),Mid-American (MAC),2012,INA,INA,0,0
CG-1100,Chris,Gizzi,C.Gizzi,LB,,72,235,1975,0,0,0,0,0,0,0,Air Force,Mountain West (MWC),2000,INA,INA,0,0
CG-1200,Cody,Glenn,C.Glenn,LB,,72,240,1986,4.78,25,38.5,115,0,0,158,Nebraska,Big 12,2009,INA,INA,0,0
CG-1250,Cordy,Glenn,C.Glenn,OL,,78,343,1989,5.08,31,23.5,93,5,8.13,41,Georgia,Southeastern (SEC),2012,BUF,LT,77,1
CG-1300,Chris,Gocong,C.Gocong,LB,,74,263,1983,4.7,28,42,125,4.09,7.06,71,Cal Poly,Great West,2007,INA,INA,0,0
CG-1400,Charles,Godfrey,C.Godfrey,DB,,72,205,1985,4.43,14,32.5,121,4.4,7.28,67,Iowa,Big Ten,2008,ATL,SS,30,2
CG-1450,C.J.,Goodwin,C.Goodwin,WR,,75,190,1990,4.46,15,40,130,4.51,6.97,0,California (PA),,2014,ATL,PS,89,2
CG-1475,Cameron,Gordon,C.Gordon,LB,,75,237,1991,4.74,18,36,116,4.28,6.74,0,Michigan,Big Ten,2014,INA,INA,0,0
CG-1500,Charles,Gordon,C.Gordon,DB,,71,180,1984,4.6,12,35.5,115,4.23,6.96,0,Kansas,Big 12,2006,INA,INA,0,0
CG-1600,Cletis,Gordon,C.Gordon,DB,,73,197,1982,4.58,8,32.5,118,4.54,7.07,0,Jackson State,Southwestern Athletic (SWAC),2006,INA,INA,0,0
CG-1650,Chris,Gragg,C.Gragg,TE,,75,244,1990,4.46,18,37.5,125,4.35,7.08,222,Arkansas,Southeastern (SEC),2013,BUF,TE,89,1
CG-1700,Corey,Graham,C.Graham,DB,,72,196,1985,4.42,10,0,0,0,0,168,New Hampshire,Atlantic 10,2007,BUF,FS,20,1
CG-1800,Charles,Grant,C.Grant,DL,,75,282,1978,4.69,24,31,118,4.39,7.69,25,Georgia,Southeastern (SEC),2002,INA,INA,0,0
CG-1900,Cie,Grant,C.Grant,LB,,72,228,1979,4.68,0,0,0,0,0,86,Ohio State,Big Ten,2003,INA,INA,0,0
CG-1950,Corey,Grant,C.Grant,RB,,69,201,1991,4.28,22,37,127,4.08,7,0,Auburn,Southeastern (SEC),2015,JAC,RES,33,5
CG-1975,Curtis,Grant,C.Grant,LB,,74,243,1992,4.71,21,36,125,4.42,7.25,0,Ohio State,Big Ten,2015,ATL,PS,90,5
CG-2000,Carlton,Gray,C.Gray,DB,,72,198,1971,0,0,0,0,0,0,30,UCLA,Pacific 10,1993,INA,INA,0,0
CG-2100,Chris,Gray,C.Gray,OL,,76,308,1970,0,0,0,0,0,0,132,Auburn,Southeastern (SEC),1993,INA,INA,0,0
CG-2150,Cyrus,Gray,C.Gray,RB,,70,198,1989,4.4,21,32.5,114,0,7.17,182,Texas A&M,Big 12,2012,INA,INA,0,0
CG-2175,Chaz,Green,C.Green,OL,,77,314,1992,5.12,21,29.5,106,4.7,8,91,Florida,Southeastern (SEC),2015,DAL,RT,79,2
CG-2200,Cornell,Green,C.Green,OL,,78,315,1976,5.55,18,23,92,4.8,8.43,0,Central Florida,FBS Independents,2002,INA,INA,0,0
CG-2300,Courtney,Greene,C.Greene,DB,,72,211,1986,4.55,21,34.5,119,4.16,7.35,245,Rutgers,Big East,2009,INA,INA,0,0
CG-2400,Chad,Greenway,C.Greenway,LB,,74,242,1983,4.76,19,38,120,4.22,7.01,17,Iowa,Big Ten,2006,MIN,WLB,52,1
CG-2450,Chris,Greenwood,C.Greenwood,DB,,73,193,1989,4.42,16,43,134,4.15,6.99,148,Albion,,2012,INA,INA,0,0
CG-2500,Cory,Greenwood,C.Greenwood,LB,,74,235,1985,0,0,0,0,0,0,0,Concordia,,2010,INA,INA,0,0
CG-2600,Chris,Greisen,C.Greisen,QB,,75,227,1976,5.09,0,30.5,108,4.33,7.29,239,Northwest Missouri State,,1999,INA,INA,0,0
CG-2700,Clint,Gresham,C.Gresham,OL,,75,240,1986,5.08,0,0,0,0,0,0,Texas Christian,Mountain West (MWC),2010,SEA,LS,49,1
CG-2800,Cedric,Griffin,C.Griffin,DB,,72,203,1982,4.51,17,35.5,125,4.1,6.86,48,Texas,Big 12,2006,INA,INA,0,0
CG-2900,Cornelius,Griffin,C.Griffin,DL,,75,300,1976,4.9,30,31,111,4.62,7.63,42,Alabama,Southeastern (SEC),2000,INA,INA,0,0
CG-3000,Cody,Grimm,C.Grimm,DB,,71,203,1987,4.55,11,35.5,117,4.02,6.58,210,Virginia Tech,Atlantic Coast (ACC),2010,INA,INA,0,0
CG-3050,Cory,Grissom,C.Grissom,DL,,73,306,1990,5.21,24,27.5,97,4.81,7.65,0,South Florida,Big East,2013,INA,INA,0,0
CG-3100,Clif,Groce,C.Groce,RB,,71,245,1972,0,0,0,0,0,0,0,Texas A&M,Southwest,1995,INA,INA,0,0
CG-3200,Chris,Gronkowski,C.Gronkowski,RB,,74,246,1986,4.7,24,34.5,123,4.37,7.16,0,Arizona,Pacific 10,2010,INA,INA,0,0
CH-0050,Chris,Hackett,C.Hackett,DB,,72,195,1993,4.68,11,32,110,4.2,7.12,0,Texas Christian,Big 12,2015,OAK,PS,0,1
CH-0100,Clark,Haggans,C.Haggans,LB,,75,243,1977,4.97,20,31.5,109,4.21,7.12,137,Colorado State,Mountain West (MWC),2000,INA,INA,0,0
CH-0200,Chris,Hairston,C.Hairston,OL,,78,341,1989,5.38,33,29,96,4.7,7.9,122,Clemson,Atlantic Coast (ACC),2011,SD,LT,70,2
CH-0300,Carlos,Hall,C.Hall,DL,,76,261,1979,4.67,20,40,129,4.19,6.97,240,Arkansas,Southeastern (SEC),2002,INA,INA,0,0
CH-0400,Chad,Hall,C.Hall,WR,,68,180,1986,4.56,0,0,0,0,0,0,Air Force,Mountain West (MWC),2010,INA,INA,0,0
CH-0450,Corey,Hall,C.Hall,DB,,76,203,1979,4.5,14,36.5,127,0,0,215,Appalachian State,Southern,2001,INA,INA,0,0
CH-0500,Cory,Hall,C.Hall,DB,,72,213,1976,4.54,17,36,123,4.29,7.18,65,Fresno State,Western Athletic,1999,INA,INA,0,0
CH-0550,Chad,Hamilton,C.Hamilton,OL,,74,292,1991,4.97,19,30,112,4.63,7.58,0,Coastal Carolina,,2015,INA,INA,0,0
CH-0600,Cobi,Hamilton,C.Hamilton,WR,,74,212,1990,4.5,11,29.5,107,4.31,7.09,197,Arkansas,Southeastern (SEC),2013,INA,INA,0,0
CH-0700,Conrad,Hamilton,C.Hamilton,DB,,70,195,1974,0,0,0,0,0,0,214,Eastern New Mexico,,1996,INA,INA,0,0
CH-0750,Connor,Hamlett,C.Hamlett,TE,,79,262,1992,4.89,0,0,0,0,0,0,Oregon State,Pacific 12,2015,CLE,PS,89,1
CH-0800,Casey,Hampton,C.Hampton,DL,,73,325,1977,5.25,34,0,0,0,0,19,Texas,Big 12,2001,INA,INA,0,0
CH-0900,Caleb,Hanie,C.Hanie,QB,,74,225,1985,4.96,0,0,0,0,0,0,Colorado State,Mountain West (MWC),2009,INA,INA,0,0
CH-1000,Cortez,Hankton,C.Hankton,WR,,72,200,1981,4.47,0,0,0,0,0,0,Texas Southern,Southwestern Athletic (SWAC),2003,INA,INA,0,0
CH-1100,Chris,Hanson,C.Hanson,K,,74,223,1976,0,0,0,0,0,0,0,Marshall,Mid-American (MAC),1999,INA,INA,0,0
CH-1200,Clay,Harbor,C.Harbor,TE,RB,75,252,1987,4.62,30,40,120,4.36,7.12,125,Missouri State,Missouri Valley,2010,JAC,TE,86,2
CH-1230,Cory,Harkey,C.Harkey,TE,RB,76,260,1990,5.06,13,26.5,109,4.69,7.4,0,UCLA,Pacific 12,2012,STL,TE,46,2
CH-1260,Chandler,Harnish,C.Harnish,QB,,74,219,1988,4.68,0,32.5,112,4.15,6.78,253,Northern Illinois,Mid-American (MAC),2012,INA,INA,0,0
CH-1280,Chris,Harper,C.Harper,WR,,73,229,1989,4.45,20,35.5,116,4.26,6.89,123,Kansas State,Big 12,2013,INA,INA,0,0
CH-1290,Chris,Harper,C.Harper,WR,,71,185,1993,4.53,11,35,120,4.36,7.03,0,California,Pacific 12,2015,NE,LWR,14,3
CH-1300,Chris,Harrington,C.Harrington,DL,,77,264,1985,4.84,21,37.5,117,0,0,185,Texas A&M,Big 12,2008,INA,INA,0,0
CH-1400,Cary,Harris,C.Harris,DB,,71,188,1987,4.58,18,34.5,120,0,0,183,USC,Pacific 10,2009,INA,INA,0,0
CH-1500,Chris,Harris,C.Harris,DB,,70,190,1989,4.49,14,34,121,4.2,7.01,0,Kansas,Big 12,2011,DEN,RCB,25,1
CH-1600,Chris,Harris,C.Harris,DB,,73,206,1982,4.48,18,35,122,4.29,6.93,181,Louisiana-Monroe,Sun Belt,2005,INA,INA,0,0
CH-1700,Clark,Harris,C.Harris,TE,,77,257,1984,4.8,21,33.5,112,4.34,7.21,243,Rutgers,Big East,2007,CIN,LS,46,1
CH-1800,Corey,Harris,C.Harris,DB,,71,213,1969,0,0,0,0,0,0,77,Vanderbilt,Southeastern (SEC),1992,INA,INA,0,0
CH-1850,Corey,Harris,C.Harris,DB,,70,187,1976,4.46,0,0,0,0,0,0,Citadel,Southern,1999,INA,INA,0,0
CH-1900,Clinton,Hart,C.Hart,DB,LB,72,205,1977,0,0,0,0,0,0,0,Central Florida,Mid-American (MAC),2003,INA,INA,0,0
CH-1950,Caylin,Hauptmann,C.Hauptmann,OL,,75,300,1991,5.34,24,20,107,4.55,7.69,0,Florida International,Sun Belt,2013,INA,INA,0,0
CH-2000,Chris,Hawkins,C.Hawkins,DB,,73,184,1986,4.43,16,35,118,4.46,6.91,0,LSU,Southeastern (SEC),2011,INA,INA,0,0
CH-2100,Courtney,Hawkins,C.Hawkins,WR,,69,183,1969,0,0,0,0,0,0,44,Michigan State,Big Ten,1992,INA,INA,0,0
CH-2200,Chris,Hayes,C.Hayes,DB,,72,206,1972,0,0,0,0,0,0,210,Washington State,Pacific 10,1996,INA,INA,0,0
CH-2250,Casey,Hayward,C.Hayward,DB,,71,192,1989,4.47,19,34,119,3.9,6.76,62,Vanderbilt,Southeastern (SEC),2012,GB,LCB,29,1
CH-2300,Craig,Heimburger,C.Heimburger,OL,,74,314,1977,5.24,0,0,0,0,0,163,Missouri,Big 12,1999,INA,INA,0,0
CH-2350,Cooper,Helfet,C.Helfet,TE,,75,239,1989,4.73,24,32,119,4.22,6.82,0,Duke,Atlantic Coast (ACC),2012,SEA,TE,84,2
CH-2400,Chad,Henne,C.Henne,QB,,75,230,1985,4.92,0,25.5,106,4.4,7.17,57,Michigan,Big Ten,2008,JAC,QB,7,2
CH-2500,Chad,Hennings,C.Hennings,DL,,78,287,1965,0,0,0,0,0,0,290,Air Force,Western Athletic,1992,INA,INA,0,0
CH-2600,Chas,Henry,C.Henry,K,,75,220,1989,4.85,0,0,0,0,0,0,Florida,Southeastern (SEC),2011,INA,INA,0,0
CH-2700,Chris,Henry,C.Henry,RB,,74,230,1985,4.4,26,36,127,4.16,6.96,50,Arizona,Pacific 10,2007,INA,INA,0,0
CH-2800,Chris,Henry,C.Henry,WR,,76,197,1983,4.5,0,36,0,0,0,83,West Virginia,Big East,2005,INA,INA,0,0
CH-2900,Craig,Hentrich,C.Hentrich,K,,75,213,1971,0,0,0,0,0,0,200,Notre Dame,FBS Independents,1994,INA,INA,0,0
CH-3000,Chris,Hetherington,C.Hetherington,RB,,75,245,1972,0,0,0,0,0,0,0,Yale,Ivy League,1996,INA,INA,0,0
CH-3100,Cameron,Heyward,C.Heyward,DL,,77,294,1989,4.95,0,30,0,0,0,0,Ohio State,Big Ten,2011,PIT,LDE,97,1
CH-3150,Chris,Highland,C.Highland,LS,,74,230,1992,5.38,10,23.5,99,4.71,8,0,Illinois State,Missouri Valley,2015,INA,INA,0,0
CH-3200,Charles,Hill,C.Hill,DL,,74,293,1980,5.06,23,33.5,113,4.36,7.37,83,Maryland,Atlantic Coast (ACC),2002,INA,INA,0,0
CH-3300,Corey,Hilliard,C.Hilliard,OL,,77,300,1985,5.29,28,27,106,4.65,7.45,209,Oklahoma State,Big 12,2007,INA,INA,0,0
CH-3350,Chris,Hogan,C.Hogan,WR,,73,215,1988,4.5,28,36.5,126,4.15,6.75,0,Monmouth,,2011,BUF,LWR,15,2
CH-3400,Chris,Hoke,C.Hoke,DL,,75,296,1976,0,0,0,0,0,0,0,Brigham Young,Mountain West (MWC),2004,INA,INA,0,0
CH-3500,Curtis,Holcomb,C.Holcomb,DB,,70,190,1988,4.49,18,33.5,120,4.25,6.85,250,Florida A&M,Mid-Eastern Athletic (MEAC),2011,INA,INA,0,0
CH-3600,Curtis,Holden,C.Holden,LB,,74,232,1979,0,0,0,0,0,0,0,Washington State,Pacific 10,2001,INA,INA,0,0
CH-3700,Carlyle,Holiday,C.Holiday,WR,,74,217,1981,4.55,0,0,0,0,0,0,Notre Dame,FBS Independents,2005,INA,INA,0,0
CH-3750,Caleb,Holley,C.Holley,WR,,76,200,1990,4.66,7,38.5,126,4.31,6.78,0,East Central Oklahoma,,2014,INA,INA,0,0
CH-3800,Chris,Hope,C.Hope,DB,,72,208,1980,4.58,28,0,113,0,0,94,Florida State,Atlantic Coast (ACC),2002,INA,INA,0,0
CH-3900,Chris,Horn,C.Horn,WR,,71,195,1977,0,0,0,0,0,0,0,Rocky Mountain,,2004,INA,INA,0,0
CH-4000,Chris,Horton,C.Horton,DB,,72,212,1984,4.54,14,28.5,109,4.35,7.34,249,UCLA,Pacific 10,2008,INA,INA,0,0
